Id,Hero,Power
4424,Sif,Accelerated Healing
4425,Sif,Durability
4426,Sif,Weapons Master
4427,Sif,Longevity
4428,Sif,Super Strength
4429,Sif,Stamina
4430,Sif,Super Speed
4431,Sif,Teleportation
4432,Sif,Enhanced Senses
4433,Sif,Dimensional Travel
4434,Sif,Reflexes
4435,Silk,Agility
4436,Silk,Accelerated Healing
4437,Silk,Durability
4438,Silk,Stealth
4439,Silk,Danger Sense
4440,Silk,Marksmanship
4441,Silk,Animal Attributes
4442,Silk,Super Strength
4443,Silk,Stamina
4444,Silk,Super Speed
4445,Silk,Animal Oriented Powers
4446,Silk,Jump
4447,Silk,Reflexes
4448,Silk,Substance Secretion
4449,Silk,Natural Weapons
4450,Silk,Wallcrawling
4451,Silk,Web Creation
4452,Silk Spectre,Peak Human Condition
4453,Silk Spectre II,Peak Human Condition
4454,Silver Surfer,Agility
4455,Silver Surfer,Dimensional Awareness
4456,Silver Surfer,Durability
4457,Silver Surfer,Energy Absorption
4458,Silver Surfer,Flight
4459,Silver Surfer,Marksmanship
4460,Silver Surfer,Super Strength
4461,Silver Surfer,Energy Blasts
4462,Silver Surfer,Stamina
4463,Silver Surfer,Super Speed
4464,Silver Surfer,Teleportation
4465,Silver Surfer,Immortality
4466,Silver Surfer,Phasing
4467,Silver Surfer,Invulnerability
4468,Silver Surfer,Intangibility
4469,Silver Surfer,Molecular Manipulation
4470,Silver Surfer,Gravity Control
4471,Silver Surfer,Energy Manipulation
4472,Silver Surfer,Time Travel
4473,Silver Surfer,Power Cosmic
4474,Silver Surfer,Portal Creation
4475,Silverclaw,Agility
4476,Silverclaw,Flight
4477,Silverclaw,Super Strength
4478,Silverclaw,Super Speed
4479,Silverclaw,Animal Oriented Powers
4480,Silverclaw,Enhanced Senses
4481,Silverclaw,Shapeshifting
4482,Simon Baz,Agility
4483,Simon Baz,Accelerated Healing
4484,Simon Baz,Lantern Power Ring
4485,Simon Baz,Flight
4486,Simon Baz,Marksmanship
4487,Simon Baz,Super Strength
4488,Simon Baz,Energy Armor
4489,Simon Baz,Energy Blasts
4490,Simon Baz,Stamina
4491,Simon Baz,Super Speed
4492,Simon Baz,Energy Beams
4493,Simon Baz,Reflexes
4494,Simon Baz,Energy Constructs
4495,Simon Baz,Force Fields
4496,Simon Baz,Precognition
4497,Sinestro,Agility
4498,Sinestro,Durability
4499,Sinestro,Flight
4500,Sinestro,Marksmanship
4501,Sinestro,Super Strength
4502,Sinestro,Energy Blasts
4503,Sinestro,Super Speed
4504,Sinestro,Energy Constructs
4505,Sinestro,Force Fields
4506,Sinestro,Qwardian Power Ring
4507,Siren,Cold Resistance
4508,Siren,Durability
4509,Siren,Stealth
4510,Siren,Underwater breathing
4511,Siren,Super Strength
4512,Siren,Telepathy
4513,Siren,Super Speed
4514,Siren,Jump
4515,Siren,Dimensional Travel
4516,Siren,Reflexes
4517,Siren,Enhanced Hearing
4518,Siren,Water Control
4519,Siren,Sub-Mariner
4520,Siren,Vision - Night
4521,Siren II,Underwater breathing
4522,Siren II,Super Strength
4523,Siren II,Stamina
4524,Siren II,Hypnokinesis
4525,Siryn,Flight
4526,Siryn,Enhanced Hearing
4527,Siryn,Sonar
4528,Siryn,Sonic Scream
4529,Skaar,Accelerated Healing
4530,Skaar,Super Strength
4531,Skaar,Stamina
4532,Skaar,Jump
4533,Skaar,Elemental Transmogrification
4534,Snowbird,Accelerated Healing
4535,Snowbird,Flight
4536,Snowbird,Animal Attributes
4537,Snowbird,Super Strength
4538,Snowbird,Stamina
4539,Snowbird,Animal Oriented Powers
4540,Snowbird,Enhanced Senses
4541,Snowbird,Shapeshifting
4542,Snowbird,Precognition
4543,Sobek,Durability
4544,Sobek,Super Strength
4545,Solomon Grundy,Cold Resistance
4546,Solomon Grundy,Durability
4547,Solomon Grundy,Energy Absorption
4548,Solomon Grundy,Super Strength
4549,Solomon Grundy,Stamina
4550,Solomon Grundy,Invulnerability
4551,Solomon Grundy,Self-Sustenance
4552,Solomon Grundy,Fire Resistance
4553,Solomon Grundy,Toxin and Disease Resistance
4554,Solomon Grundy,Resurrection
4555,Songbird,Agility
4556,Songbird,Durability
4557,Songbird,Flight
4558,Songbird,Super Strength
4559,Songbird,Stamina
4560,Songbird,Audio Control
4561,Songbird,Super Speed
4562,Songbird,Reflexes
4563,Space Ghost,Agility
4564,Space Ghost,Flight
4565,Space Ghost,Weapons Master
4566,Space Ghost,Intelligence
4567,Space Ghost,Super Strength
4568,Space Ghost,Energy Blasts
4569,Space Ghost,Stamina
4570,Space Ghost,Phasing
4571,Space Ghost,Invulnerability
4572,Space Ghost,Force Fields
4573,Space Ghost,Heat Generation
4574,Space Ghost,Magnetism
4575,Space Ghost,Invisibility
4576,Spawn,Agility
4577,Spawn,Durability
4578,Spawn,Stealth
4579,Spawn,Flight
4580,Spawn,Weapons Master
4581,Spawn,Super Strength
4582,Spawn,Telepathy
4583,Spawn,Stamina
4584,Spawn,Super Speed
4585,Spawn,Teleportation
4586,Spawn,Magic
4587,Spawn,Shapeshifting
4588,Spawn,Immortality
4589,Spawn,Invulnerability
4590,Spawn,Empathy
4591,Spawn,Power Suit
4592,Spawn,Resurrection
4593,Spawn,Symbiote Costume
4594,Spectre,Agility
4595,Spectre,Accelerated Healing
4596,Spectre,Dimensional Awareness
4597,Spectre,Stealth
4598,Spectre,Energy Absorption
4599,Spectre,Flight
4600,Spectre,Marksmanship
4601,Spectre,Longevity
4602,Spectre,Intelligence
4603,Spectre,Super Strength
4604,Spectre,Telepathy
4605,Spectre,Energy Blasts
4606,Spectre,Duplication
4607,Spectre,Size Changing
4608,Spectre,Density Control
4609,Spectre,Stamina
4610,Spectre,Super Speed
4611,Spectre,Possession
4612,Spectre,Electrokinesis
4613,Spectre,Darkforce Manipulation
4614,Spectre,Death Touch
4615,Spectre,Teleportation
4616,Spectre,Magic
4617,Spectre,Immortality
4618,Spectre,Phasing
4619,Spectre,Astral Projection
4620,Spectre,Fire Control
4621,Spectre,Invulnerability
4622,Spectre,Energy Constructs
4623,Spectre,Force Fields
4624,Spectre,Psionic Powers
4625,Spectre,Elasticity
4626,Spectre,Animation
4627,Spectre,Precognition
4628,Spectre,Hypnokinesis
4629,Spectre,Animal Control
4630,Spectre,Heat Generation
4631,Spectre,Gravity Control
4632,Spectre,Light Control
4633,Spectre,Levitation
4634,Spectre,Time Travel
4635,Spectre,Illusions
4636,Spectre,Water Control
4637,Spectre,Omnilingualism
4638,Spectre,Time Manipulation
4639,Spectre,Invisibility
4640,Spectre,Sub-Mariner
4641,Spectre,Vision - Heat
4642,Spectre,Reality Warping
4643,Speedball,Energy Absorption
4644,Speedball,Energy Armor
4645,Speedball,Telekinesis
4646,Speedball,Force Fields
4647,Speedy,Stealth
4648,Speedy,Marksmanship
4649,Speedy,Weapons Master
4650,Speedy,Stamina
4651,Speedy,Reflexes
4652,Spider-Girl,Agility
4653,Spider-Girl,Accelerated Healing
4654,Spider-Girl,Stealth
4655,Spider-Girl,Danger Sense
4656,Spider-Girl,Intelligence
4657,Spider-Girl,Super Strength
4658,Spider-Girl,Stamina
4659,Spider-Girl,Dexterity
4660,Spider-Girl,Super Speed
4661,Spider-Girl,Jump
4662,Spider-Girl,Reflexes
4663,Spider-Girl,Enhanced Hearing
4664,Spider-Girl,Natural Weapons
4665,Spider-Girl,Wallcrawling
4666,Spider-Girl,Web Creation
4667,Spider-Gwen,Agility
4668,Spider-Gwen,Accelerated Healing
4669,Spider-Gwen,Durability
4670,Spider-Gwen,Stealth
4671,Spider-Gwen,Danger Sense
4672,Spider-Gwen,Marksmanship
4673,Spider-Gwen,Animal Attributes
4674,Spider-Gwen,Super Strength
4675,Spider-Gwen,Stamina
4676,Spider-Gwen,Super Speed
4677,Spider-Gwen,Animal Oriented Powers
4678,Spider-Gwen,Jump
4679,Spider-Gwen,Reflexes
4680,Spider-Gwen,Substance Secretion
4681,Spider-Gwen,Wallcrawling
4682,Spider-Gwen,Web Creation
4683,Spider-Man,Agility
4684,Spider-Man,Accelerated Healing
4685,Spider-Man,Durability
4686,Spider-Man,Stealth
4687,Spider-Man,Danger Sense
4688,Spider-Man,Marksmanship
4689,Spider-Man,Animal Attributes
4690,Spider-Man,Super Strength
4691,Spider-Man,Stamina
4692,Spider-Man,Super Speed
4693,Spider-Man,Animal Oriented Powers
4694,Spider-Man,Enhanced Senses
4695,Spider-Man,Jump
4696,Spider-Man,Reflexes
4697,Spider-Man,Substance Secretion
4698,Spider-Man,Natural Weapons
4699,Spider-Man,Toxin and Disease Resistance
4700,Spider-Man,Wallcrawling
4701,Spider-Man,Vision - Night
4702,Spider-Man,Web Creation
4703,Spider-Woman,Agility
4704,Spider-Woman,Durability
4705,Spider-Woman,Flight
4706,Spider-Woman,Super Strength
4707,Spider-Woman,Energy Blasts
4708,Spider-Woman,Stamina
4709,Spider-Woman,Super Speed
4710,Spider-Woman,Reflexes
4711,Spider-Woman,Enhanced Hearing
4712,Spider-Woman,Toxin and Disease Control
4713,Spider-Woman,Toxin and Disease Resistance
4714,Spider-Woman,Wallcrawling
4715,Spider-Woman III,Agility
4716,Spider-Woman III,Flight
4717,Spider-Woman III,Super Strength
4718,Spider-Woman III,Telepathy
4719,Spider-Woman III,Energy Blasts
4720,Spider-Woman III,Stamina
4721,Spider-Woman III,Super Speed
4722,Spider-Woman III,Reflexes
4723,Spider-Woman III,Wallcrawling
4724,Spider-Woman IV,Agility
4725,Spider-Woman IV,Flight
4726,Spider-Woman IV,Super Strength
4727,Spider-Woman IV,Telepathy
4728,Spider-Woman IV,Energy Blasts
4729,Spider-Woman IV,Super Speed
4730,Spider-Woman IV,Psionic Powers
4731,Spider-Woman IV,Precognition
4732,Spider-Woman IV,Power Absorption
4733,Spider-Woman IV,Hypnokinesis
4734,Spider-Woman IV,Wallcrawling
4735,Spock,Stealth
4736,Spock,Longevity
4737,Spock,Intelligence
4738,Spock,Super Strength
4739,Spock,Telepathy
4740,Spock,Stamina
4741,Spock,Psionic Powers
4742,Spock,Enhanced Hearing
4743,Spock,Omnilingualism
4744,Spyke,Accelerated Healing
4745,Spyke,Stamina
4746,Spyke,Natural Armor
4747,Spyke,Heat Generation
4748,Spyke,Natural Weapons
4749,Spyke,Wallcrawling
4750,Star-Lord,Agility
4751,Star-Lord,Durability
4752,Star-Lord,Marksmanship
4753,Star-Lord,Weapons Master
4754,Star-Lord,Longevity
4755,Star-Lord,Intelligence
4756,Star-Lord,Stamina
4757,Star-Lord,Peak Human Condition
4758,Stardust,Durability
4759,Stardust,Energy Absorption
4760,Stardust,Flight
4761,Stardust,Longevity
4762,Stardust,Super Strength
4763,Stardust,Energy Blasts
4764,Stardust,Stamina
4765,Stardust,Super Speed
4766,Stardust,Energy Beams
4767,Stardust,Invulnerability
4768,Stardust,Force Fields
4769,Stardust,Self-Sustenance
4770,Stardust,Power Cosmic
4771,Stardust,Toxin and Disease Resistance
4772,Starfire,Durability
4773,Starfire,Energy Absorption
4774,Starfire,Flight
4775,Starfire,Super Strength
4776,Starfire,Energy Blasts
4777,Starfire,Invulnerability
4778,Starfire,Omnilingualism
4779,Stargirl,Agility
4780,Stargirl,Durability
4781,Stargirl,Energy Absorption
4782,Stargirl,Super Strength
4783,Stargirl,Energy Blasts
4784,Stargirl,Stamina
4785,Stargirl,Super Speed
4786,Stargirl,Invulnerability
4787,Stargirl,Energy Constructs
4788,Stargirl,Force Fields
4789,Stargirl,Heat Generation
4790,Stargirl,Gravity Control
4791,Stargirl,Light Control
4792,Stargirl,Energy Manipulation
4793,Static,Agility
4794,Static,Accelerated Healing
4795,Static,Durability
4796,Static,Energy Absorption
4797,Static,Flight
4798,Static,Marksmanship
4799,Static,Intelligence
4800,Static,Energy Blasts
4801,Static,Electrokinesis
4802,Static,Enhanced Senses
4803,Static,Force Fields
4804,Static,Levitation
4805,Static,Energy Manipulation
4806,Static,Mind Control Resistance
4807,Steel,Durability
4808,Steel,Flight
4809,Steel,Super Strength
4810,Steel,Weapon-based Powers
4811,Steel,Power Suit
4812,Steel,Heat Resistance
4813,Steel,Radiation Immunity
4814,Stephanie Powell,Accelerated Healing
4815,Stephanie Powell,Super Speed
4816,Steppenwolf,Agility
4817,Steppenwolf,Accelerated Healing
4818,Steppenwolf,Stealth
4819,Steppenwolf,Weapons Master
4820,Steppenwolf,Longevity
4821,Steppenwolf,Intelligence
4822,Steppenwolf,Super Strength
4823,Steppenwolf,Stamina
4824,Steppenwolf,Super Speed
4825,Steppenwolf,Enhanced Senses
4826,Steppenwolf,Immortality
4827,Steppenwolf,Reflexes
4828,Steppenwolf,Invulnerability
4829,Steppenwolf,Toxin and Disease Resistance
4830,Storm,Cold Resistance
4831,Storm,Flight
4832,Storm,Intelligence
4833,Storm,Enhanced Senses
4834,Storm,Empathy
4835,Storm,Heat Resistance
4836,Storm,Telepathy Resistance
4837,Storm,Weather Control
4838,Stormtrooper,Durability
4839,Stormtrooper,Weapon-based Powers
4840,Sunspot,Accelerated Healing
4841,Sunspot,Flight
4842,Sunspot,Super Strength
4843,Sunspot,Energy Blasts
4844,Sunspot,Stamina
4845,Sunspot,Fire Control
4846,Sunspot,Substance Secretion
4847,Sunspot,Fire Resistance
4848,Sunspot,Heat Generation
4849,Sunspot,Light Control
4850,Sunspot,Heat Resistance
4851,Sunspot,Radiation Absorption
4852,Superboy,Accelerated Healing
4853,Superboy,Durability
4854,Superboy,Energy Absorption
4855,Superboy,Flight
4856,Superboy,Super Strength
4857,Superboy,Energy Blasts
4858,Superboy,Super Speed
4859,Superboy,Jump
4860,Superboy,Invulnerability
4861,Superboy,Force Fields
4862,Superboy,Enhanced Hearing
4863,Superboy,Vision - Telescopic
4864,Superboy,Super Breath
4865,Superboy,Vision - Heat
4866,Superboy,Vision - X-Ray
4867,Superboy-Prime,Accelerated Healing
4868,Superboy-Prime,Durability
4869,Superboy-Prime,Energy Absorption
4870,Superboy-Prime,Flight
4871,Superboy-Prime,Longevity
4872,Superboy-Prime,Intelligence
4873,Superboy-Prime,Super Strength
4874,Superboy-Prime,Stamina
4875,Superboy-Prime,Super Speed
4876,Superboy-Prime,Enhanced Senses
4877,Superboy-Prime,Jump
4878,Superboy-Prime,Invulnerability
4879,Superboy-Prime,Enhanced Hearing
4880,Superboy-Prime,Hypnokinesis
4881,Superboy-Prime,Power Suit
4882,Superboy-Prime,Enhanced Smell
4883,Superboy-Prime,Vision - Telescopic
4884,Superboy-Prime,Magic Resistance
4885,Superboy-Prime,Vision - Microscopic
4886,Superboy-Prime,Super Breath
4887,Superboy-Prime,Vision - Infrared
4888,Superboy-Prime,Vision - Heat
4889,Superboy-Prime,Vision - X-Ray
4890,Supergirl,Agility
4891,Supergirl,Accelerated Healing
4892,Supergirl,Cold Resistance
4893,Supergirl,Durability
4894,Supergirl,Energy Absorption
4895,Supergirl,Flight
4896,Supergirl,Intelligence
4897,Supergirl,Super Strength
4898,Supergirl,Stamina
4899,Supergirl,Super Speed
4900,Supergirl,Enhanced Senses
4901,Supergirl,Jump
4902,Supergirl,Enhanced Memory
4903,Supergirl,Reflexes
4904,Supergirl,Invulnerability
4905,Supergirl,Enhanced Hearing
4906,Supergirl,Hypnokinesis
4907,Supergirl,Heat Resistance
4908,Supergirl,Vision - Telescopic
4909,Supergirl,Toxin and Disease Resistance
4910,Supergirl,Vision - Microscopic
4911,Supergirl,Super Breath
4912,Supergirl,Vision - Night
4913,Supergirl,Vision - Infrared
4914,Supergirl,Vision - Heat
4915,Supergirl,Vision - X-Ray
4916,Supergirl,Vision - Thermal
4917,Superman,Agility
4918,Superman,Accelerated Healing
4919,Superman,Cold Resistance
4920,Superman,Durability
4921,Superman,Energy Absorption
4922,Superman,Flight
4923,Superman,Marksmanship
4924,Superman,Longevity
4925,Superman,Intelligence
4926,Superman,Super Strength
4927,Superman,Stamina
4928,Superman,Super Speed
4929,Superman,Enhanced Senses
4930,Superman,Energy Beams
4931,Superman,Jump
4932,Superman,Enhanced Memory
4933,Superman,Reflexes
4934,Superman,Invulnerability
4935,Superman,Fire Resistance
4936,Superman,Enhanced Hearing
4937,Superman,Hypnokinesis
4938,Superman,Enhanced Sight
4939,Superman,Heat Resistance
4940,Superman,Enhanced Smell
4941,Superman,Vision - Telescopic
4942,Superman,Vision - Microscopic
4943,Superman,Super Breath
4944,Superman,Vision - Heat
4945,Superman,Vision - X-Ray
4946,Swamp Thing,Stealth
4947,Swamp Thing,Flight
4948,Swamp Thing,Longevity
4949,Swamp Thing,Intelligence
4950,Swamp Thing,Super Strength
4951,Swamp Thing,Duplication
4952,Swamp Thing,Size Changing
4953,Swamp Thing,Immortality
4954,Swamp Thing,Camouflage
4955,Swamp Thing,Self-Sustenance
4956,Swamp Thing,Natural Armor
4957,Swamp Thing,Illusions
4958,Swamp Thing,Plant Control
4959,Swamp Thing,Resurrection
4960,Swarm,Durability
4961,Swarm,Flight
4962,Swarm,Longevity
4963,Swarm,Intelligence
4964,Swarm,Super Strength
4965,Swarm,Size Changing
4966,Swarm,Animal Oriented Powers
4967,Swarm,Shapeshifting
4968,Swarm,Animal Control
4969,Swarm,Intangibility
4970,Sylar,Cryokinesis
4971,Sylar,Telekinesis
4972,Sylar,Enhanced Memory
4973,Sylar,Radiation Control
4974,Sylar,Precognition
4975,Sylar,Enhanced Hearing
4976,Sylar,Intuitive aptitude
4977,Sylar,Melting
4978,Synch,Power Absorption
4979,T-1000,Agility
4980,T-1000,Accelerated Healing
4981,T-1000,Cold Resistance
4982,T-1000,Durability
4983,T-1000,Stealth
4984,T-1000,Marksmanship
4985,T-1000,Weapons Master
4986,T-1000,Longevity
4987,T-1000,Intelligence
4988,T-1000,Super Strength
4989,T-1000,Size Changing
4990,T-1000,Stamina
4991,T-1000,Super Speed
4992,T-1000,Enhanced Senses
4993,T-1000,Shapeshifting
4994,T-1000,Camouflage
4995,T-1000,Enhanced Memory
4996,T-1000,Reflexes
4997,T-1000,Invulnerability
4998,T-1000,Technopath/Cyberpath
4999,T-1000,Fire Resistance
5000,T-1000,Enhanced Hearing
5001,T-1000,Regeneration
5002,T-1000,Heat Resistance
5003,T-1000,Natural Weapons
5004,T-1000,Enhanced Smell
5005,T-1000,Vision - Telescopic
5006,T-1000,Enhanced Touch
5007,T-1000,Melting
5008,T-1000,Vision - Night
5009,T-1000,Vision - Infrared
5010,T-1000,Vision - Thermal
5011,T-800,Cold Resistance
5012,T-800,Durability
5013,T-800,Stealth
5014,T-800,Weapons Master
5015,T-800,Longevity
5016,T-800,Super Strength
5017,T-800,Stamina
5018,T-800,Enhanced Memory
5019,T-800,Invulnerability
5020,T-800,Technopath/Cyberpath
5021,T-800,Enhanced Hearing
5022,T-800,Heat Resistance
5023,T-800,Vision - Telescopic
5024,T-800,Vision - Night
5025,T-800,Vision - Infrared
5026,T-800,Vision - Thermal
5027,T-850,Accelerated Healing
5028,T-850,Cold Resistance
5029,T-850,Durability
5030,T-850,Stealth
5031,T-850,Weapons Master
5032,T-850,Longevity
5033,T-850,Super Strength
5034,T-850,Stamina
5035,T-850,Enhanced Memory
5036,T-850,Invulnerability
5037,T-850,Technopath/Cyberpath
5038,T-850,Enhanced Hearing
5039,T-850,Heat Resistance
5040,T-850,Vision - Telescopic
5041,T-850,Vision - Night
5042,T-850,Vision - Infrared
5043,T-850,Vision - Thermal
5044,T-X,Agility
5045,T-X,Accelerated Healing
5046,T-X,Cold Resistance
5047,T-X,Durability
5048,T-X,Stealth
5049,T-X,Marksmanship
5050,T-X,Weapons Master
5051,T-X,Longevity
5052,T-X,Intelligence
5053,T-X,Super Strength
5054,T-X,Energy Blasts
5055,T-X,Stamina
5056,T-X,Super Speed
5057,T-X,Enhanced Senses
5058,T-X,Energy Beams
5059,T-X,Shapeshifting
5060,T-X,Camouflage
5061,T-X,Enhanced Memory
5062,T-X,Reflexes
5063,T-X,Invulnerability
5064,T-X,Technopath/Cyberpath
5065,T-X,Fire Resistance
5066,T-X,Enhanced Hearing
5067,T-X,Regeneration
5068,T-X,Heat Resistance
5069,T-X,Natural Weapons
5070,T-X,Enhanced Smell
5071,T-X,Vision - Telescopic
5072,T-X,Enhanced Touch
5073,T-X,Vision - Microscopic
5074,T-X,Vision - Night
5075,T-X,Vision - Infrared
5076,T-X,Vision - Thermal
5077,Taskmaster,Agility
5078,Taskmaster,Stealth
5079,Taskmaster,Marksmanship
5080,Taskmaster,Weapons Master
5081,Taskmaster,Stamina
5082,Taskmaster,Super Speed
5083,Taskmaster,Weapon-based Powers
5084,Taskmaster,Reflexes
5085,Taskmaster,Photographic Reflexes
5086,Taskmaster,Power Suit
5087,Tempest,Flight
5088,Tempest,Cryokinesis
5089,Tempest,Fire Control
5090,Tempest,Force Fields
5091,Tempest,Wind Control
5092,Thanos,Agility
5093,Thanos,Accelerated Healing
5094,Thanos,Cold Resistance
5095,Thanos,Durability
5096,Thanos,Flight
5097,Thanos,Longevity
5098,Thanos,Intelligence
5099,Thanos,Super Strength
5100,Thanos,Telepathy
5101,Thanos,Energy Blasts
5102,Thanos,Stamina
5103,Thanos,Super Speed
5104,Thanos,Teleportation
5105,Thanos,Enhanced Senses
5106,Thanos,Energy Beams
5107,Thanos,Magic
5108,Thanos,Immortality
5109,Thanos,Reflexes
5110,Thanos,Invulnerability
5111,Thanos,Force Fields
5112,Thanos,Molecular Manipulation
5113,Thanos,Energy Manipulation
5114,Thanos,Heat Resistance
5115,Thanos,Radiation Immunity
5116,Thanos,Toxin and Disease Resistance
5117,Thanos,Telepathy Resistance
5118,Thanos,Omnilingualism
5119,Thanos,Time Manipulation
5120,Thanos,Matter Absorption
5121,Thanos,Vision - Heat
5122,Thanos,Reality Warping
5123,The Cape,Weapon-based Powers
5124,The Comedian,Weapons Master
5125,Thing,Cold Resistance
5126,Thing,Durability
5127,Thing,Longevity
5128,Thing,Super Strength
5129,Thing,Stamina
5130,Thing,Invulnerability
5131,Thing,Fire Resistance
5132,Thing,Natural Armor
5133,Thing,Heat Resistance
5134,Thor,Agility
5135,Thor,Accelerated Healing
5136,Thor,Durability
5137,Thor,Flight
5138,Thor,Longevity
5139,Thor,Super Strength
5140,Thor,Stamina
5141,Thor,Super Speed
5142,Thor,Weapon-based Powers
5143,Thor,Teleportation
5144,Thor,Enhanced Senses
5145,Thor,Magic
5146,Thor,Element Control
5147,Thor,Reflexes
5148,Thor,Invulnerability
5149,Thor,Toxin and Disease Resistance
5150,Thor,Weather Control
5151,Thor,Odin Force
5152,Thor Girl,Durability
5153,Thor Girl,Super Strength
5154,Thor Girl,Stamina
5155,Thor Girl,Super Speed
5156,Thor Girl,Immortality
5157,Thor Girl,Reflexes
5158,Thor Girl,Invulnerability
5159,Thor Girl,Toxin and Disease Resistance
5160,Thunderbird,Durability
5161,Thunderbird,Super Strength
5162,Thunderbird,Stamina
5163,Thunderbird,Super Speed
5164,Thunderbird III,Energy Absorption
5165,Thunderbird III,Flight
5166,Thunderbird III,Energy Blasts
5167,Thunderbird III,Natural Weapons
5168,Thunderstrike,Accelerated Healing
5169,Thunderstrike,Durability
5170,Thunderstrike,Longevity
5171,Thunderstrike,Super Strength
5172,Thunderstrike,Stamina
5173,Thunderstrike,Super Speed
5174,Thunderstrike,Toxin and Disease Resistance
5175,Thundra,Agility
5176,Thundra,Super Strength
5177,Thundra,Stamina
5178,Thundra,Super Speed
5179,Thundra,Reflexes
5180,Tiger Shark,Agility
5181,Tiger Shark,Accelerated Healing
5182,Tiger Shark,Cold Resistance
5183,Tiger Shark,Durability
5184,Tiger Shark,Underwater breathing
5185,Tiger Shark,Animal Attributes
5186,Tiger Shark,Super Strength
5187,Tiger Shark,Stamina
5188,Tiger Shark,Super Speed
5189,Tiger Shark,Animal Oriented Powers
5190,Tiger Shark,Reflexes
5191,Tiger Shark,Natural Armor
5192,Tiger Shark,Enhanced Sight
5193,Tiger Shark,Natural Weapons
5194,Tiger Shark,Enhanced Smell
5195,Tiger Shark,Sub-Mariner
5196,Tigra,Agility
5197,Tigra,Super Strength
5198,Tigra,Stamina
5199,Tigra,Super Speed
5200,Tigra,Enhanced Senses
5201,Tigra,Jump
5202,Tinkerer,Intelligence
5203,Titan,Flight
5204,Titan,Super Strength
5205,Titan,Super Speed
5206,Toad,Agility
5207,Toad,Accelerated Healing
5208,Toad,Durability
5209,Toad,Animal Attributes
5210,Toad,Super Strength
5211,Toad,Stamina
5212,Toad,Animal Oriented Powers
5213,Toad,Jump
5214,Toad,Reflexes
5215,Toad,Psionic Powers
5216,Toad,Substance Secretion
5217,Toad,Mind Control
5218,Toad,Insanity
5219,Toad,Toxin and Disease Control
5220,Toad,Super Breath
5221,Toad,Wallcrawling
5222,Toad,Vision - Infrared
5223,Toxin,Agility
5224,Toxin,Accelerated Healing
5225,Toxin,Durability
5226,Toxin,Stealth
5227,Toxin,Danger Sense
5228,Toxin,Super Strength
5229,Toxin,Size Changing
5230,Toxin,Stamina
5231,Toxin,Super Speed
5232,Toxin,Weapon-based Powers
5233,Toxin,Jump
5234,Toxin,Shapeshifting
5235,Toxin,Camouflage
5236,Toxin,Reflexes
5237,Toxin,Substance Secretion
5238,Toxin,Natural Armor
5239,Toxin,Natural Weapons
5240,Toxin,Wallcrawling
5241,Toxin,Web Creation
5242,Toxin,Symbiote Costume
5243,Tracy Strauss,Cold Resistance
5244,Tracy Strauss,Cryokinesis
5245,Trickster,Flight
5246,Trigon,Accelerated Healing
5247,Trigon,Durability
5248,Trigon,Flight
5249,Trigon,Super Strength
5250,Trigon,Stamina
5251,Trigon,Teleportation
5252,Trigon,Telekinesis
5253,Trigon,Dimensional Travel
5254,Trigon,Fire Control
5255,Trigon,Reflexes
5256,Trigon,Mind Control
5257,Trigon,Heat Generation
5258,Trigon,Regeneration
5259,Trigon,Illusions
5260,Triplicate Girl,Flight
5261,Triplicate Girl,Duplication
5262,Triton,Agility
5263,Triton,Cold Resistance
5264,Triton,Durability
5265,Triton,Underwater breathing
5266,Triton,Super Strength
5267,Triton,Stamina
5268,Triton,Super Speed
5269,Triton,Reflexes
5270,Triton,Sub-Mariner
5271,Ultragirl,Durability
5272,Ultragirl,Flight
5273,Ultragirl,Super Strength
5274,Ultragirl,Stamina
5275,Ultragirl,Super Speed
5276,Ultragirl,Enhanced Senses
5277,Ultragirl,Reflexes
5278,Ultragirl,Invulnerability
5279,Ultron,Agility
5280,Ultron,Durability
5281,Ultron,Stealth
5282,Ultron,Energy Absorption
5283,Ultron,Flight
5284,Ultron,Super Strength
5285,Ultron,Energy Armor
5286,Ultron,Energy Blasts
5287,Ultron,Stamina
5288,Ultron,Super Speed
5289,Ultron,Enhanced Senses
5290,Ultron,Energy Beams
5291,Ultron,Immortality
5292,Ultron,Enhanced Memory
5293,Ultron,Force Fields
5294,Ultron,Radiation Control
5295,Ultron,Technopath/Cyberpath
5296,Ultron,Mind Control
5297,Ultron,Enhanced Hearing
5298,Ultron,Gravity Control
5299,Ultron,Vision - Telescopic
5300,Ultron,Radiation Absorption
5301,Ultron,Vision - Night
5302,Ultron,Vision - X-Ray
5303,Ultron,Vision - Thermal
5304,Utgard-Loki,Durability
5305,Utgard-Loki,Longevity
5306,Utgard-Loki,Super Strength
5307,Utgard-Loki,Stamina
5308,Utgard-Loki,Magic
5309,Utgard-Loki,Invulnerability
5310,Valerie Hart,Agility
5311,Valerie Hart,Super Strength
5312,Valerie Hart,Weapon-based Powers
5313,Valerie Hart,Reflexes
5314,Valerie Hart,Changing Armor
5315,Valkyrie,Durability
5316,Valkyrie,Super Strength
5317,Valkyrie,Stamina
5318,Valkyrie,Toxin and Disease Resistance
5319,Vanisher,Teleportation
5320,Vegeta,Agility
5321,Vegeta,Accelerated Healing
5322,Vegeta,Flight
5323,Vegeta,Marksmanship
5324,Vegeta,Longevity
